,Id,SalePrice
1140,2601,138091
1141,2602,84379
1142,2603,85611
1143,2604,84076
1144,2605,85451
1145,2606,141413
1146,2607,177091
1147,2608,198389
1148,2609,160150
1149,2610,114236
1150,2611,150241
1151,2612,155016
1152,2613,133501
1153,2614,130921
1154,2615,149001
1155,2616,143513
1156,2617,170239
1157,2618,172373
1158,2619,240397
1159,2620,182444
1160,2621,187860
1161,2622,192010
1162,2623,273370
1163,2624,292802
1164,2625,334869
1165,2626,164682
1166,2627,188475
1167,2628,417569
1168,2629,556402
1169,2630,379940
1170,2631,468095
1171,2632,412230
1172,2633,340205
1173,2634,390009
1174,2635,154861
1175,2636,203571
1176,2637,154935
1177,2638,282579
1178,2639,188349
1179,2640,155489
1180,2641,106732
1181,2642,184217
1182,2643,96234
1183,2644,136033
1184,2645,96375
1185,2646,90060
1186,2647,100029
1187,2648,134169
1188,2649,147087
1189,2650,146775
1190,2651,153005
1191,2652,449513
1192,2653,254546
1193,2654,246581
1194,2655,363942
1195,2656,337820
1196,2657,342249
1197,2658,316270
1198,2659,330334
1199,2660,343744
1200,2661,339111
1201,2662,344311
1202,2663,282215
1203,2664,291449
1204,2665,310435
1205,2666,303264
1206,2667,172837
1207,2668,188051
1208,2669,179561
1209,2670,312768
1210,2671,189458
1211,2672,184330
1212,2673,211824
1213,2674,202964
1214,2675,168186
1215,2676,190924
1216,2677,194201
1217,2678,279993
1218,2679,262514
1219,2680,274657
1220,2681,389553
1221,2682,333267
1222,2683,518617
1223,2684,319282
1224,2685,339278
1225,2686,266123
1226,2687,290532
1227,2688,243988
1228,2689,216199
1229,2690,421200
1230,2691,184935
1231,2692,152977
1232,2693,197289
1233,2694,148651
1234,2695,198345
1235,2696,190911
1236,2697,196003
1237,2698,194292
1238,2699,173759
1239,2700,171086
1240,2701,155054
1241,2702,121316
1242,2703,134809
1243,2704,142442
1244,2705,130357
1245,2706,120384
1246,2707,121824
1247,2708,137934
1248,2709,111397
1249,2710,125317
1250,2711,278956
1251,2712,351936
1252,2713,176664
1253,2714,152711
1254,2715,171180
1255,2716,159331
1256,2717,201792
1257,2718,234330
1258,2719,157059
1259,2720,162612
1260,2721,141755
1261,2722,157993
1262,2723,143589
1263,2724,124924
1264,2725,142731
1265,2726,152352
1266,2727,169336
1267,2728,171466
1268,2729,154683
1269,2730,144815
1270,2731,120689
1271,2732,122578
1272,2733,153441
1273,2734,152755
1274,2735,132578
1275,2736,155143
1276,2737,121201
1277,2738,137832
1278,2739,159645
1279,2740,139291
1280,2741,148398
1281,2742,153104
1282,2743,153569
1283,2744,147227
1284,2745,137545
1285,2746,135810
1286,2747,159761
1287,2748,128340
1288,2749,132823
1289,2750,136020
1290,2751,130834
1291,2752,239852
1292,2753,144349
1293,2754,186976
1294,2755,121715
1295,2756,86614
1296,2757,73768
1297,2758,88171
1298,2759,152102
1299,2760,141324
1300,2761,154482
1301,2762,151937
1302,2763,187839
1303,2764,189572
1304,2765,282616
1305,2766,146836
1306,2767,93540
1307,2768,132392
1308,2769,127004
1309,2770,147385
1310,2771,115119
1311,2772,118057
1312,2773,144001
1313,2774,141879
1314,2775,139810
1315,2776,139448
1316,2777,143736
1317,2778,124968
1318,2779,121086
1319,2780,97412
1320,2781,106525
1321,2782,105904
1322,2783,118499
1323,2784,113912
1324,2785,140110
1325,2786,76686
1326,2787,115405
1327,2788,86338
1328,2789,209620
1329,2790,98025
1330,2791,119179
1331,2792,72783
1332,2793,195694
1333,2794,95453
1334,2795,118765
1335,2796,106005
1336,2797,195743
1337,2798,127998
1338,2799,126787
1339,2800,79130
1340,2801,110885
1341,2802,145805
1342,2803,173932
1343,2804,151437
1344,2805,100935
1345,2806,104179
1346,2807,152279
1347,2808,151623
1348,2809,135636
1349,2810,141611
1350,2811,159140
1351,2812,142820
1352,2813,158885
1353,2814,155664
1354,2815,97753
1355,2816,266276
1356,2817,135262
1357,2818,131021
1358,2819,200409
1359,2820,140376
1360,2821,106868
1361,2822,196243
1362,2823,233374
1363,2824,182638
1364,2825,158644
1365,2826,137649
1366,2827,138502
1367,2828,215715
1368,2829,170328
1369,2830,227930
1370,2831,195805
1371,2832,216884
1372,2833,291471
1373,2834,222970
1374,2835,228319
1375,2836,193511
1376,2837,160221
1377,2838,148795
1378,2839,197339
1379,2840,187138
1380,2841,207108
1381,2842,234533
1382,2843,163315
1383,2844,159488
1384,2845,123910
1385,2846,219795
1386,2847,201851
1387,2848,227991
1388,2849,224217
1389,2850,274058
1390,2851,243544
1391,2852,225309
1392,2853,258844
1393,2854,121200
1394,2855,189836
1395,2856,215323
1396,2857,192325
1397,2858,192193
1398,2859,140220
1399,2860,130865
1400,2861,134698
1401,2862,200375
1402,2863,129193
1403,2864,273109
1404,2865,139101
1405,2866,153683
1406,2867,93176
1407,2868,112272
1408,2869,119756
1409,2870,151540
1410,2871,118281
1411,2872,55598
1412,2873,109224
1413,2874,133471
1414,2875,109597
1415,2876,163397
1416,2877,142227
1417,2878,166762
1418,2879,142600
1419,2880,105327
1420,2881,155446
1421,2882,164528
1422,2883,165101
1423,2884,194227
1424,2885,194113
1425,2886,185151
1426,2887,94528
1427,2888,117536
1428,2889,62685
1429,2890,82508
1430,2891,139406
1431,2892,68791
1432,2893,129990
1433,2894,66180
1434,2895,295462
1435,2896,273722
1436,2897,199569
1437,2898,149943
1438,2899,248691
1439,2900,159430
1440,2901,192505
1441,2902,179114
1442,2903,358365
1443,2904,336726
1444,2905,133500
1445,2906,183300
1446,2907,118842
1447,2908,133674
1448,2909,151177
1449,2910,84424
1450,2911,85872
1451,2912,164937
1452,2913,88364
1453,2914,85549
1454,2915,84681
1455,2916,86070
1456,2917,138749
1457,2918,120928
1458,2919,237428
